"monthly_inventory_id","product__product_id","inventory_month","monthly_quantity_eom","wdf__client_id","monthly_quantity_bom","date"
"M-1ZGYISGR","P-PICZSIFB","2021-08-01","26551","merchant__electronics","27440","2021-08-01 00:00:00"
"M-KTMG8874","P-8Q7E4XWL","2021-08-01","254","merchant__electronics","254","2021-08-01 00:00:00"
"M-0UGQU8F7","P-ZB7UQRXA","2021-08-01","976","merchant__electronics","976","2021-08-01 00:00:00"
"M-MPK6OEFD","P-YLYHG9DI","2021-08-01","154","merchant__electronics","154","2021-08-01 00:00:00"
"M-6V8QR91L","P-GG6SRFRI","2021-08-01","113","merchant__electronics","113","2021-08-01 00:00:00"
"M-XG3WKINQ","P-MBVSWRQE","2021-08-01","464","merchant__electronics","464","2021-08-01 00:00:00"
"M-MSIJRH3V","P-WC5UB7OD","2021-08-01","378","merchant__electronics","378","2021-08-01 00:00:00"
"M-B7ZNGZBG","P-33JGK6R3","2021-08-01","38","merchant__electronics","38","2021-08-01 00:00:00"
"M-XBDC95RY","P-I40CH1VY","2021-08-01","607","merchant__electronics","607","2021-08-01 00:00:00"
"M-SBACUHBY","P-LCNYTMRM","2021-08-01","99","merchant__electronics","99","2021-08-01 00:00:00"
"M-I0E523ME","P-FKL70JPO","2021-08-01","579","merchant__electronics","579","2021-08-01 00:00:00"
"M-ETRG4SIN","P-PDBC8R3I","2021-08-01","956","merchant__electronics","956","2021-08-01 00:00:00"
"M-J6HCEUB5","P-BLJ9N6B1","2021-08-01","207","merchant__electronics","207","2021-08-01 00:00:00"
"M-CHWBHSUQ","P-GK4GAM4E","2021-08-01","388","merchant__electronics","388","2021-08-01 00:00:00"
"M-MGD88OXO","P-RGWCH2QE","2021-08-01","828","merchant__electronics","828","2021-08-01 00:00:00"
"M-AA1N0T8P","P-18Z2UEJ2","2021-08-01","721","merchant__electronics","721","2021-08-01 00:00:00"
"M-U9IRCXFM","P-CQTSDEI3","2021-08-01","752","merchant__electronics","752","2021-08-01 00:00:00"
"M-7W8PSG0S","P-YDFVJOZ9","2021-08-01","743","merchant__electronics","743","2021-08-01 00:00:00"
"M-E65W6FIU","P-XHSAEDLK","2021-08-01","589","merchant__electronics","589","2021-08-01 00:00:00"
"M-BEP1MUFX","P-0O7TA9NL","2021-08-01","456","merchant__electronics","456","2021-08-01 00:00:00"
"M-RCPVN0KM","P-9VGAX24L","2021-08-01","180","merchant__electronics","180","2021-08-01 00:00:00"
"M-S27U2CJ7","P-O4AYKOW8","2021-08-01","839","merchant__electronics","839","2021-08-01 00:00:00"
"M-Y9CP6Z5H","P-0S9Y7C8H","2021-08-01","743","merchant__electronics","743","2021-08-01 00:00:00"
"M-25QE2FPO","P-3WHQ8JB1","2021-08-01","104","merchant__electronics","104","2021-08-01 00:00:00"
"M-W2DCNPDL","P-WLIINZZA","2021-08-01","415","merchant__electronics","415","2021-08-01 00:00:00"
"M-J54NFSCJ","P-KBM2MXOA","2021-08-01","637","merchant__electronics","637","2021-08-01 00:00:00"
"M-RYRNCTHT","P-G1EAU5X7","2021-08-01","87","merchant__electronics","87","2021-08-01 00:00:00"
"M-NB96PIBG","P-43WKFSAY","2021-08-01","311","merchant__electronics","311","2021-08-01 00:00:00"
"M-IZOAXVFH","P-D74LH52Z","2021-08-01","642","merchant__electronics","642","2021-08-01 00:00:00"
"M-6VCCF4TK","P-9584CF34","2021-08-01","261","merchant__electronics","261","2021-08-01 00:00:00"
"M-0S8W3Z5D","P-6W0RXJIJ","2021-08-01","803","merchant__electronics","803","2021-08-01 00:00:00"
"M-OHXZ0YAO","P-9E2QWWYF","2021-09-01","7446","merchant__clothing","7616","2021-09-01 00:00:00"
"M-U2QZT4L4","P-VVFU1JSD","2021-09-01","8143","merchant__clothing","8475","2021-09-01 00:00:00"
"M-258K6DOJ","P-UWZBNWBF","2021-09-01","8303","merchant__clothing","8509","2021-09-01 00:00:00"
"M-ZAJKR97V","P-QJM9CGOC","2021-09-01","8150","merchant__clothing","8421","2021-09-01 00:00:00"
"M-V185ITJ3","P-AP2VLH9R","2021-09-01","7259","merchant__clothing","7499","2021-09-01 00:00:00"
"M-1JBUVGEQ","P-F7E5IX2B","2021-09-01","7692","merchant__clothing","7949","2021-09-01 00:00:00"
"M-ZUOIDIFI","P-WELC80UL","2021-09-01","7614","merchant__clothing","7801","2021-09-01 00:00:00"
"M-2O4VVJ8E","P-IZ01YCC0","2021-09-01","7406","merchant__clothing","7614","2021-09-01 00:00:00"
"M-7OZGLF5G","P-Z8YAFBZT","2021-09-01","7303","merchant__clothing","7596","2021-09-01 00:00:00"
"M-20KBKBQN","P-SF7F2R8W","2021-09-01","8078","merchant__clothing","8355","2021-09-01 00:00:00"
"M-OYZKD3RS","P-HYD6V6R6","2021-09-01","7768","merchant__clothing","8081","2021-09-01 00:00:00"
"M-94H1HECQ","P-LYKV1PFD","2021-09-01","7891","merchant__clothing","8126","2021-09-01 00:00:00"
"M-NC9FBLQW","P-86QVHCKN","2021-09-01","7596","merchant__clothing","7800","2021-09-01 00:00:00"
"M-ENPANMIR","P-CT29LLIB","2021-09-01","7622","merchant__clothing","7874","2021-09-01 00:00:00"
"M-4J5LBRSN","P-2C2DM5TS","2021-09-01","8159","merchant__clothing","8412","2021-09-01 00:00:00"
"M-0HGG34EG","P-2CM3ADX9","2021-09-01","8696","merchant__clothing","8919","2021-09-01 00:00:00"
"M-Z4TSGGC6","P-LC1GVCVA","2021-09-01","7376","merchant__clothing","7616","2021-09-01 00:00:00"
"M-R9EDIRAD","P-81930YFA","2021-09-01","8018","merchant__clothing","8238","2021-09-01 00:00:00"
"M-PVLYMG1S","P-J8QNCOER","2021-09-01","7769","merchant__clothing","8081","2021-09-01 00:00:00"
"M-5S4VA1GE","P-5MBMB0WZ","2021-09-01","8020","merchant__clothing","8239","2021-09-01 00:00:00"
"M-31VQJIFK","P-1FJ5TPIN","2021-09-01","7622","merchant__clothing","7825","2021-09-01 00:00:00"
"M-S8ZXCU5F","P-SLNK6RR7","2021-09-01","8078","merchant__clothing","8302","2021-09-01 00:00:00"
"M-2ZABGJB7","P-2TVAJ7B5","2021-09-01","8104","merchant__clothing","8372","2021-09-01 00:00:00"
"M-MTXPRPH8","P-CEAA4SO6","2021-09-01","7807","merchant__clothing","8079","2021-09-01 00:00:00"
"M-QI42VONZ","P-6H7X4WKL","2021-09-01","7705","merchant__clothing","7913","2021-09-01 00:00:00"
"M-97UC6SBM","P-6NI7O7PQ","2021-09-01","7701","merchant__clothing","7919","2021-09-01 00:00:00"
"M-BZJ5WGRZ","P-EBTAOP0H","2021-09-01","7800","merchant__clothing","8047","2021-09-01 00:00:00"
"M-6L0TU56I","P-NXER8PK7","2021-09-01","8139","merchant__clothing","8397","2021-09-01 00:00:00"
"M-ZQLPO9RI","P-72ZJFVDT","2021-09-01","8226","merchant__clothing","8394","2021-09-01 00:00:00"
"M-KUHIL81C","P-6FVM832Y","2021-09-01","8188","merchant__clothing","8408","2021-09-01 00:00:00"
"M-D6A99KT0","P-IEU0ZQOA","2021-09-01","7633","merchant__clothing","7845","2021-09-01 00:00:00"
"M-C5FWT05D","P-M35CA2E9","2021-09-01","7886","merchant__clothing","8127","2021-09-01 00:00:00"
"M-6JVH5MN4","P-KG7R8M2L","2021-09-01","7983","merchant__clothing","8236","2021-09-01 00:00:00"
"M-DE6RYZHH","P-TYYC4TYQ","2021-09-01","7253","merchant__clothing","7497","2021-09-01 00:00:00"
"M-D50G7SFA","P-SYY6JT1Q","2021-09-01","8509","merchant__clothing","8721","2021-09-01 00:00:00"
"M-IG3SGTSD","P-WKDWO58J","2021-09-01","7918","merchant__clothing","8193","2021-09-01 00:00:00"
"M-P6NBZE9D","P-G75MYA3L","2021-09-01","7482","merchant__clothing","7681","2021-09-01 00:00:00"
"M-NXVFWUXC","P-9NPZMJMF","2021-09-01","7855","merchant__clothing","8076","2021-09-01 00:00:00"
"M-L9K1UEYK","P-OPA3WYFJ","2021-09-01","7585","merchant__clothing","7862","2021-09-01 00:00:00"
"M-99A1MK9C","P-2J8Y2UV0","2021-09-01","7343","merchant__clothing","7561","2021-09-01 00:00:00"
"M-TJ9ADV8W","P-HY4II61Y","2021-09-01","8079","merchant__clothing","8350","2021-09-01 00:00:00"
"M-5QBKNHZT","P-1ILMUXUR","2021-09-01","7166","merchant__clothing","7428","2021-09-01 00:00:00"
"M-S8OAEPZ3","P-Q3DDHVO9","2021-09-01","7352","merchant__clothing","7627","2021-09-01 00:00:00"
"M-QBTBZTZA","P-7YUZFE6E","2021-09-01","8525","merchant__clothing","8790","2021-09-01 00:00:00"
"M-I5F81TIZ","P-W9FP7F15","2021-09-01","7251","merchant__clothing","7485","2021-09-01 00:00:00"
"M-43JDWFM4","P-T4L7LL0Z","2021-09-01","7347","merchant__clothing","7587","2021-09-01 00:00:00"
"M-V4RKEFLJ","P-SRSOUJM9","2021-09-01","7562","merchant__clothing","7759","2021-09-01 00:00:00"
"M-ZDXV7YP9","P-HSDMHDL8","2021-09-01","7685","merchant__clothing","7890","2021-09-01 00:00:00"
"M-X6FBB3GZ","P-PUEZLWDA","2021-09-01","7978","merchant__clothing","8248","2021-09-01 00:00:00"
"M-FW83H7PW","P-M12YKA1Z","2021-09-01","7588","merchant__clothing","7830","2021-09-01 00:00:00"
"M-5SJU8Y6J","P-N1M7DVQ3","2021-09-01","7510","merchant__clothing","7692","2021-09-01 00:00:00"
"M-GZWC384Y","P-8QKO0364","2021-09-01","7569","merchant__clothing","7899","2021-09-01 00:00:00"
"M-7ZLRR6PT","P-3W7QPD97","2021-09-01","178","merchant__clothing","178","2021-09-01 00:00:00"
"M-UWKX22KX","P-ULHRG4GB","2021-09-01","24","merchant__clothing","24","2021-09-01 00:00:00"
"M-5YOZY35K","P-3Y7S5IDJ","2021-09-01","843","merchant__clothing","843","2021-09-01 00:00:00"
"M-JZ57C8O5","P-0UMDKDI8","2021-09-01","798","merchant__clothing","798","2021-09-01 00:00:00"
"M-LON9RFIH","P-B133E5GU","2021-09-01","934","merchant__clothing","934","2021-09-01 00:00:00"
"M-TVIJLJK3","P-71K5EPIZ","2021-09-01","299","merchant__clothing","299","2021-09-01 00:00:00"
"M-MWPYJLG4","P-C62GOWS4","2021-09-01","26","merchant__clothing","26","2021-09-01 00:00:00"
"M-4VG6XG23","P-S9SV88ZB","2021-09-01","9","merchant__clothing","9","2021-09-01 00:00:00"
"M-2C3KRJZY","P-PICZSIFB","2021-09-01","117","merchant__clothing","117","2021-09-01 00:00:00"
"M-L7L1KAA0","P-8Q7E4XWL","2021-09-01","970","merchant__clothing","970","2021-09-01 00:00:00"
"M-0CMAKDTY","P-ZB7UQRXA","2021-09-01","521","merchant__clothing","521","2021-09-01 00:00:00"
"M-ZRR1REBE","P-YLYHG9DI","2021-09-01","85","merchant__clothing","85","2021-09-01 00:00:00"
"M-MTP41RHO","P-GG6SRFRI","2021-09-01","794","merchant__clothing","794","2021-09-01 00:00:00"
"M-XEOM7YPA","P-MBVSWRQE","2021-09-01","688","merchant__clothing","688","2021-09-01 00:00:00"
"M-ZG860P2M","P-WC5UB7OD","2021-09-01","755","merchant__clothing","755","2021-09-01 00:00:00"
"M-GUBZZXGJ","P-33JGK6R3","2021-09-01","421","merchant__clothing","421","2021-09-01 00:00:00"
"M-2FM2CCCD","P-I40CH1VY","2021-09-01","207","merchant__clothing","207","2021-09-01 00:00:00"
"M-3JCUJR9L","P-LCNYTMRM","2021-09-01","756","merchant__clothing","756","2021-09-01 00:00:00"
"M-M5GEPNHI","P-FKL70JPO","2021-09-01","803","merchant__clothing","803","2021-09-01 00:00:00"
"M-AVDH1KTP","P-PDBC8R3I","2021-09-01","395","merchant__clothing","395","2021-09-01 00:00:00"
"M-VDGT5UV5","P-BLJ9N6B1","2021-09-01","588","merchant__clothing","588","2021-09-01 00:00:00"
"M-GKGWZNGB","P-GK4GAM4E","2021-09-01","521","merchant__clothing","521","2021-09-01 00:00:00"
"M-U8XGY2B3","P-RGWCH2QE","2021-09-01","985","merchant__clothing","985","2021-09-01 00:00:00"
"M-S66ID8JQ","P-18Z2UEJ2","2021-09-01","425","merchant__clothing","425","2021-09-01 00:00:00"
"M-X0I96G2O","P-CQTSDEI3","2021-09-01","847","merchant__clothing","847","2021-09-01 00:00:00"
"M-G3WORSDC","P-YDFVJOZ9","2021-09-01","623","merchant__clothing","623","2021-09-01 00:00:00"
"M-YVF0YNSN","P-XHSAEDLK","2021-09-01","10","merchant__clothing","10","2021-09-01 00:00:00"
"M-POXRKWGR","P-0O7TA9NL","2021-09-01","666","merchant__clothing","666","2021-09-01 00:00:00"
"M-5GNIYC2W","P-9VGAX24L","2021-09-01","93","merchant__clothing","93","2021-09-01 00:00:00"
"M-6WCPBDBR","P-O4AYKOW8","2021-09-01","476","merchant__clothing","476","2021-09-01 00:00:00"
"M-W4C3GFKX","P-0S9Y7C8H","2021-09-01","928","merchant__clothing","928","2021-09-01 00:00:00"
"M-I87NKVFC","P-3WHQ8JB1","2021-09-01","229","merchant__clothing","229","2021-09-01 00:00:00"
"M-KLZ0WPIX","P-WLIINZZA","2021-09-01","762","merchant__clothing","762","2021-09-01 00:00:00"
"M-Q861ICRB","P-KBM2MXOA","2021-09-01","55","merchant__clothing","55","2021-09-01 00:00:00"
"M-Y48QQWEH","P-G1EAU5X7","2021-09-01","8076","merchant__clothing","8252","2021-09-01 00:00:00"
"M-LLNYHD4Q","P-43WKFSAY","2021-09-01","8082","merchant__clothing","8292","2021-09-01 00:00:00"
"M-HA1AL80M","P-D74LH52Z","2021-09-01","7872","merchant__clothing","8073","2021-09-01 00:00:00"
"M-YXG05WNP","P-9584CF34","2021-09-01","7954","merchant__clothing","8228","2021-09-01 00:00:00"
"M-C36OYYOE","P-6W0RXJIJ","2021-09-01","7511","merchant__clothing","7781","2021-09-01 00:00:00"
"M-IQNJTWF3","P-9E2QWWYF","2021-09-01","107","merchant__bigboxretailer","107","2021-09-01 00:00:00"
"M-U572BY4S","P-VVFU1JSD","2021-09-01","607","merchant__bigboxretailer","607","2021-09-01 00:00:00"
"M-V7YM2ZEH","P-UWZBNWBF","2021-09-01","760","merchant__bigboxretailer","760","2021-09-01 00:00:00"
"M-E62K25CK","P-QJM9CGOC","2021-09-01","974","merchant__bigboxretailer","974","2021-09-01 00:00:00"
"M-FZWG3VQH","P-AP2VLH9R","2021-09-01","331","merchant__bigboxretailer","331","2021-09-01 00:00:00"
"M-LGIJVJU7","P-F7E5IX2B","2021-09-01","756","merchant__bigboxretailer","756","2021-09-01 00:00:00"
"M-BH9XU4J4","P-WELC80UL","2021-09-01","750","merchant__bigboxretailer","750","2021-09-01 00:00:00"
"M-K3IVF3TD","P-IZ01YCC0","2021-09-01","293","merchant__bigboxretailer","293","2021-09-01 00:00:00"
"M-VI2DHIYC","P-Z8YAFBZT","2021-09-01","801","merchant__bigboxretailer","801","2021-09-01 00:00:00"
"M-RBJG2BTM","P-SF7F2R8W","2021-09-01","276","merchant__bigboxretailer","276","2021-09-01 00:00:00"
"M-YQH4IRNZ","P-HYD6V6R6","2021-09-01","838","merchant__bigboxretailer","838","2021-09-01 00:00:00"
"M-K7BWXF14","P-LYKV1PFD","2021-09-01","774","merchant__bigboxretailer","774","2021-09-01 00:00:00"
"M-RQSYNJLT","P-86QVHCKN","2021-09-01","781","merchant__bigboxretailer","781","2021-09-01 00:00:00"
"M-1EPZTHO7","P-CT29LLIB","2021-09-01","167","merchant__bigboxretailer","167","2021-09-01 00:00:00"
"M-KR6ZZ62T","P-2C2DM5TS","2021-09-01","438","merchant__bigboxretailer","438","2021-09-01 00:00:00"
"M-NGNY6CGE","P-2CM3ADX9","2021-09-01","865","merchant__bigboxretailer","865","2021-09-01 00:00:00"
"M-ZFYEQ1J5","P-LC1GVCVA","2021-09-01","990","merchant__bigboxretailer","990","2021-09-01 00:00:00"
"M-KD0SF455","P-81930YFA","2021-09-01","125","merchant__bigboxretailer","125","2021-09-01 00:00:00"
"M-X20N9M8G","P-J8QNCOER","2021-09-01","981","merchant__bigboxretailer","981","2021-09-01 00:00:00"
"M-DHHU1WVP","P-5MBMB0WZ","2021-09-01","755","merchant__bigboxretailer","755","2021-09-01 00:00:00"
"M-4TAUX933","P-1FJ5TPIN","2021-09-01","698","merchant__bigboxretailer","698","2021-09-01 00:00:00"
"M-UTVNS39W","P-SLNK6RR7","2021-09-01","317","merchant__bigboxretailer","317","2021-09-01 00:00:00"
"M-UCA7QTV4","P-2TVAJ7B5","2021-09-01","129","merchant__bigboxretailer","129","2021-09-01 00:00:00"
"M-KBY2JIDB","P-CEAA4SO6","2021-09-01","636","merchant__bigboxretailer","636","2021-09-01 00:00:00"
"M-1A4MF8UM","P-6H7X4WKL","2021-09-01","968","merchant__bigboxretailer","968","2021-09-01 00:00:00"
"M-7UDXZY96","P-6NI7O7PQ","2021-09-01","570","merchant__bigboxretailer","570","2021-09-01 00:00:00"
"M-51XSQM2I","P-EBTAOP0H","2021-09-01","776","merchant__bigboxretailer","776","2021-09-01 00:00:00"
"M-W7AILWXX","P-NXER8PK7","2021-09-01","230","merchant__bigboxretailer","230","2021-09-01 00:00:00"
"M-TM9QCYOM","P-72ZJFVDT","2021-09-01","847","merchant__bigboxretailer","847","2021-09-01 00:00:00"
"M-NL8VHJ18","P-6FVM832Y","2021-09-01","654","merchant__bigboxretailer","654","2021-09-01 00:00:00"
"M-M9Q5WA3J","P-IEU0ZQOA","2021-09-01","978","merchant__bigboxretailer","978","2021-09-01 00:00:00"
"M-KFLIWHLL","P-M35CA2E9","2021-09-01","84","merchant__bigboxretailer","84","2021-09-01 00:00:00"
"M-LDLCS5CP","P-KG7R8M2L","2021-09-01","467","merchant__bigboxretailer","467","2021-09-01 00:00:00"
"M-9FOL2RFI","P-TYYC4TYQ","2021-09-01","826","merchant__bigboxretailer","826","2021-09-01 00:00:00"
"M-T1FHO3GI","P-SYY6JT1Q","2021-09-01","320","merchant__bigboxretailer","320","2021-09-01 00:00:00"
"M-0Y7IJ23N","P-WKDWO58J","2021-09-01","262","merchant__bigboxretailer","262","2021-09-01 00:00:00"
"M-2TCA1PVW","P-G75MYA3L","2021-09-01","379","merchant__bigboxretailer","379","2021-09-01 00:00:00"
"M-QGPNYLUS","P-9NPZMJMF","2021-09-01","606","merchant__bigboxretailer","606","2021-09-01 00:00:00"
"M-MCYRL34T","P-OPA3WYFJ","2021-09-01","377","merchant__bigboxretailer","377","2021-09-01 00:00:00"
"M-L7IPOTYQ","P-2J8Y2UV0","2021-09-01","831","merchant__bigboxretailer","831","2021-09-01 00:00:00"
"M-IAI6D5NL","P-HY4II61Y","2021-09-01","420","merchant__bigboxretailer","420","2021-09-01 00:00:00"
"M-UTVDLMIT","P-1ILMUXUR","2021-09-01","899","merchant__bigboxretailer","899","2021-09-01 00:00:00"
"M-960U0YHO","P-Q3DDHVO9","2021-09-01","291","merchant__bigboxretailer","291","2021-09-01 00:00:00"
"M-ZGHIP7CN","P-7YUZFE6E","2021-09-01","705","merchant__bigboxretailer","705","2021-09-01 00:00:00"
"M-SD0U0NC4","P-W9FP7F15","2021-09-01","95","merchant__bigboxretailer","95","2021-09-01 00:00:00"
"M-D4QGU139","P-T4L7LL0Z","2021-09-01","811","merchant__bigboxretailer","811","2021-09-01 00:00:00"
"M-HZTQC7J4","P-SRSOUJM9","2021-09-01","776","merchant__bigboxretailer","776","2021-09-01 00:00:00"
"M-WGOITBAG","P-HSDMHDL8","2021-09-01","900","merchant__bigboxretailer","900","2021-09-01 00:00:00"
"M-3CRNZO62","P-PUEZLWDA","2021-09-01","280","merchant__bigboxretailer","280","2021-09-01 00:00:00"
"M-FLCP5U5A","P-M12YKA1Z","2021-09-01","24","merchant__bigboxretailer","24","2021-09-01 00:00:00"
"M-2U6SAL41","P-N1M7DVQ3","2021-09-01","490","merchant__bigboxretailer","490","2021-09-01 00:00:00"
"M-1O6CH1IK","P-8QKO0364","2021-09-01","259","merchant__bigboxretailer","259","2021-09-01 00:00:00"
"M-IOKYZ86X","P-3W7QPD97","2021-09-01","15925","merchant__bigboxretailer","16470","2021-09-01 00:00:00"
"M-XRMC6EFN","P-ULHRG4GB","2021-09-01","15921","merchant__bigboxretailer","16306","2021-09-01 00:00:00"
"M-ZSN7VTDR","P-3Y7S5IDJ","2021-09-01","15226","merchant__bigboxretailer","15710","2021-09-01 00:00:00"
"M-SIFJA2KZ","P-0UMDKDI8","2021-09-01","15428","merchant__bigboxretailer","15896","2021-09-01 00:00:00"
"M-QYKVQHPV","P-B133E5GU","2021-09-01","15956","merchant__bigboxretailer","16431","2021-09-01 00:00:00"
"M-GJ434X3J","P-71K5EPIZ","2021-09-01","15708","merchant__bigboxretailer","16084","2021-09-01 00:00:00"
"M-X41S2XS4","P-C62GOWS4","2021-09-01","15639","merchant__bigboxretailer","16157","2021-09-01 00:00:00"
"M-0YZ2YU3Y","P-S9SV88ZB","2021-09-01","16011","merchant__bigboxretailer","16434","2021-09-01 00:00:00"
"M-GVDK6GHT","P-PICZSIFB","2021-09-01","16154","merchant__bigboxretailer","16609","2021-09-01 00:00:00"
"M-HL9WS09K","P-8Q7E4XWL","2021-09-01","15793","merchant__bigboxretailer","16316","2021-09-01 00:00:00"
"M-GM2GRHOM","P-ZB7UQRXA","2021-09-01","15275","merchant__bigboxretailer","15821","2021-09-01 00:00:00"
"M-4RJ2LSGT","P-YLYHG9DI","2021-09-01","15067","merchant__bigboxretailer","15499","2021-09-01 00:00:00"
"M-Z8OR5V3P","P-GG6SRFRI","2021-09-01","16491","merchant__bigboxretailer","16875","2021-09-01 00:00:00"
"M-LZ5SMF0F","P-MBVSWRQE","2021-09-01","16233","merchant__bigboxretailer","16746","2021-09-01 00:00:00"
"M-DJ8X8RL9","P-WC5UB7OD","2021-09-01","15373","merchant__bigboxretailer","15935","2021-09-01 00:00:00"
"M-8TRLMMHD","P-33JGK6R3","2021-09-01","15309","merchant__bigboxretailer","15725","2021-09-01 00:00:00"
"M-S76RON72","P-I40CH1VY","2021-09-01","15548","merchant__bigboxretailer","16067","2021-09-01 00:00:00"
"M-BZM25VNN","P-LCNYTMRM","2021-09-01","15850","merchant__bigboxretailer","16368","2021-09-01 00:00:00"
"M-AFF9X1KH","P-FKL70JPO","2021-09-01","15613","merchant__bigboxretailer","16162","2021-09-01 00:00:00"
"M-ZBKH3W46","P-PDBC8R3I","2021-09-01","15035","merchant__bigboxretailer","15515","2021-09-01 00:00:00"
"M-0KWA1LCE","P-BLJ9N6B1","2021-09-01","16331","merchant__bigboxretailer","16822","2021-09-01 00:00:00"
"M-2YZ003O8","P-GK4GAM4E","2021-09-01","15446","merchant__bigboxretailer","15939","2021-09-01 00:00:00"
"M-AF389FWQ","P-RGWCH2QE","2021-09-01","16310","merchant__bigboxretailer","16792","2021-09-01 00:00:00"
"M-PP3RU81Q","P-18Z2UEJ2","2021-09-01","16186","merchant__bigboxretailer","16704","2021-09-01 00:00:00"
"M-WIQH84YI","P-CQTSDEI3","2021-09-01","15786","merchant__bigboxretailer","16265","2021-09-01 00:00:00"
"M-KIQLZ9HI","P-YDFVJOZ9","2021-09-01","15305","merchant__bigboxretailer","15838","2021-09-01 00:00:00"
"M-N9ZYHS1B","P-XHSAEDLK","2021-09-01","16218","merchant__bigboxretailer","16629","2021-09-01 00:00:00"
"M-JOXXC9T2","P-0O7TA9NL","2021-09-01","16075","merchant__bigboxretailer","16497","2021-09-01 00:00:00"
"M-R86V31K7","P-9VGAX24L","2021-09-01","15692","merchant__bigboxretailer","16166","2021-09-01 00:00:00"
"M-6DQJF7XT","P-O4AYKOW8","2021-09-01","16283","merchant__bigboxretailer","16825","2021-09-01 00:00:00"
"M-FZ69Y8WB","P-0S9Y7C8H","2021-09-01","16301","merchant__bigboxretailer","16721","2021-09-01 00:00:00"
"M-E7SZLGK5","P-3WHQ8JB1","2021-09-01","15648","merchant__bigboxretailer","16197","2021-09-01 00:00:00"
"M-ZHVDWUT3","P-WLIINZZA","2021-09-01","15999","merchant__bigboxretailer","16403","2021-09-01 00:00:00"
"M-9TM6NVF9","P-KBM2MXOA","2021-09-01","16148","merchant__bigboxretailer","16615","2021-09-01 00:00:00"
"M-2SHRNXQA","P-G1EAU5X7","2021-09-01","16715","merchant__bigboxretailer","17167","2021-09-01 00:00:00"
"M-UO8N6QBK","P-43WKFSAY","2021-09-01","16027","merchant__bigboxretailer","16518","2021-09-01 00:00:00"
"M-VSGLTKS8","P-D74LH52Z","2021-09-01","15652","merchant__bigboxretailer","16084","2021-09-01 00:00:00"
"M-RO4TQYU9","P-9584CF34","2021-09-01","16003","merchant__bigboxretailer","16522","2021-09-01 00:00:00"
"M-HEH7OZY4","P-6W0RXJIJ","2021-09-01","15904","merchant__bigboxretailer","16417","2021-09-01 00:00:00"
"M-KNZV3VNB","P-9E2QWWYF","2021-09-01","25123","merchant__electronics","25926","2021-09-01 00:00:00"
"M-7H82LZL2","P-VVFU1JSD","2021-09-01","25919","merchant__electronics","26754","2021-09-01 00:00:00"
"M-W6SGR7LL","P-UWZBNWBF","2021-09-01","25937","merchant__electronics","26851","2021-09-01 00:00:00"
"M-KAHI4GM7","P-QJM9CGOC","2021-09-01","25953","merchant__electronics","26716","2021-09-01 00:00:00"
"M-IRNL8WUS","P-AP2VLH9R","2021-09-01","26143","merchant__electronics","26982","2021-09-01 00:00:00"
"M-NNUGJ0D2","P-F7E5IX2B","2021-09-01","26479","merchant__electronics","27285","2021-09-01 00:00:00"
"M-BIEWLH8O","P-WELC80UL","2021-09-01","26606","merchant__electronics","27441","2021-09-01 00:00:00"
"M-3CH4S27F","P-IZ01YCC0","2021-09-01","26803","merchant__electronics","27599","2021-09-01 00:00:00"
"M-G59D77I3","P-Z8YAFBZT","2021-09-01","26537","merchant__electronics","27411","2021-09-01 00:00:00"
"M-Q0661LGV","P-SF7F2R8W","2021-09-01","26333","merchant__electronics","27145","2021-09-01 00:00:00"
"M-ME0MI7BB","P-HYD6V6R6","2021-09-01","25721","merchant__electronics","26640","2021-09-01 00:00:00"
"M-9B5EU0EC","P-LYKV1PFD","2021-09-01","26160","merchant__electronics","27062","2021-09-01 00:00:00"
"M-YMVS4L4F","P-86QVHCKN","2021-09-01","25070","merchant__electronics","25860","2021-09-01 00:00:00"
"M-48VQGNVV","P-CT29LLIB","2021-09-01","26458","merchant__electronics","27497","2021-09-01 00:00:00"
"M-C62MCNCC","P-2C2DM5TS","2021-09-01","25669","merchant__electronics","26540","2021-09-01 00:00:00"
"M-57KM5A93","P-2CM3ADX9","2021-09-01","25970","merchant__electronics","26906","2021-09-01 00:00:00"
"M-UD4NO7UG","P-LC1GVCVA","2021-09-01","26270","merchant__electronics","27114","2021-09-01 00:00:00"
"M-DQHQJT3B","P-81930YFA","2021-09-01","26017","merchant__electronics","26917","2021-09-01 00:00:00"
"M-51OR0UXC","P-J8QNCOER","2021-09-01","25790","merchant__electronics","26633","2021-09-01 00:00:00"
"M-Q3IDZEED","P-5MBMB0WZ","2021-09-01","26044","merchant__electronics","26923","2021-09-01 00:00:00"
"M-IHYOWC5X","P-1FJ5TPIN","2021-09-01","343","merchant__electronics","343","2021-09-01 00:00:00"
"M-NM2WBV08","P-SLNK6RR7","2021-09-01","438","merchant__electronics","438","2021-09-01 00:00:00"
"M-DX9X9ESS","P-2TVAJ7B5","2021-09-01","190","merchant__electronics","190","2021-09-01 00:00:00"
"M-UTSBX4U1","P-CEAA4SO6","2021-09-01","532","merchant__electronics","532","2021-09-01 00:00:00"
"M-8XYTPWZI","P-6H7X4WKL","2021-09-01","425","merchant__electronics","425","2021-09-01 00:00:00"
"M-ODXL783X","P-6NI7O7PQ","2021-09-01","651","merchant__electronics","651","2021-09-01 00:00:00"
