"order_id","wdf__client_id","order_status"
"O-GU6AKRQB","merchant__electronics","Processed"
"O-TDYOHE2T","merchant__electronics","Processed"
"O-XXK7EI0R","merchant__electronics","Processed"
"O-AHCGA1O8","merchant__electronics","Processed"
"O-86RKPKTA","merchant__clothing","Processed"
"O-5X6TZAEF","merchant__clothing","Processed"
"O-4ZR1D1AI","merchant__clothing","Processed"
"O-IABH33UG","merchant__clothing","Processed"
"O-PTHA6A7C","merchant__clothing","Processed"
"O-2G8EUH97","merchant__electronics","Processed"
"O-TFYSPZXR","merchant__electronics","Processed"
"O-6N1US1QJ","merchant__bigboxretailer","In Cart"
"O-8HN63AX1","merchant__electronics","Processed"
"O-YPOODSSM","merchant__bigboxretailer","Processed"
"O-7FZMZJP7","merchant__bigboxretailer","Processed"
"O-U7K8NDVN","merchant__bigboxretailer","Processed"
"O-BGE9LE5T","merchant__bigboxretailer","Processed"
"O-HV4AUGV9","merchant__bigboxretailer","Processed"
"O-BTCI7JO6","merchant__electronics","In Cart"
"O-RRWBEZLT","merchant__bigboxretailer","Processed"
"O-COQPAR13","merchant__electronics","Processed"
"O-I84S6CT5","merchant__electronics","Processed"
"O-J08G0PFK","merchant__electronics","Processed"
"O-1M6BWXIH","merchant__electronics","Processed"
"O-FP5LINW4","merchant__electronics","Processed"
"O-XNEIL30D","merchant__electronics","Processed"
"O-ALT50A3J","merchant__electronics","Processed"
"O-426ZKNLT","merchant__electronics","Processed"
"O-X05K2CQE","merchant__electronics","Processed"
"O-CHVSVRUZ","merchant__bigboxretailer","Processed"
"O-NT1AO6CK","merchant__electronics","Processed"
"O-2RQUQ3RN","merchant__electronics","Canceled"
"O-I44ZO5XO","merchant__electronics","Processed"
"O-8WIJAZ5M","merchant__bigboxretailer","Processed"
"O-ASWL0T1I","merchant__electronics","Processed"
"O-8V8U4QVA","merchant__clothing","Processed"
"O-ZJYPQTUK","merchant__bigboxretailer","Processed"
"O-EFFZ0MO4","merchant__clothing","Processed"
"O-IDT2O5H1","merchant__electronics","Processed"
"O-JHDJXL6D","merchant__clothing","Processed"
"O-7XS46MZC","merchant__electronics","Processed"
"O-U25NDM3P","merchant__electronics","Processed"
"O-JFKNC7YG","merchant__bigboxretailer","Processed"
"O-4H860N42","merchant__bigboxretailer","Processed"
"O-8Z4URPXE","merchant__bigboxretailer","Canceled"
"O-ABG48722","merchant__electronics","Processed"
"O-1L8CYVJ6","merchant__bigboxretailer","Processed"
"O-JSKZ07PP","merchant__electronics","Processed"
"O-F9YHLITY","merchant__electronics","Processed"
"O-CXTUKEHH","merchant__electronics","Processed"
"O-RPV0SK8V","merchant__clothing","Processed"
"O-99MSI58T","merchant__bigboxretailer","Processed"
"O-O3K71I7Y","merchant__electronics","Processed"
"O-5XMPJJT1","merchant__clothing","Processed"
"O-KTAG41EZ","merchant__electronics","Processed"
"O-VKYXSIH8","merchant__bigboxretailer","Processed"
"O-UTOVZPUD","merchant__clothing","Processed"
"O-83RWXARS","merchant__bigboxretailer","Processed"
"O-QFQGA6XS","merchant__electronics","Processed"
"O-0IP0IA0W","merchant__clothing","Processed"
"O-CN94UFMR","merchant__clothing","Canceled"
"O-BZIDDSOH","merchant__bigboxretailer","Processed"
"O-BL5ABCWP","merchant__electronics","Processed"
"O-648Z668X","merchant__bigboxretailer","Processed"
"O-RYRJGPD2","merchant__bigboxretailer","Processed"
"O-AA64HRL8","merchant__electronics","In Cart"
"O-JXOAR3JC","merchant__bigboxretailer","In Cart"
"O-1EMK8SIN","merchant__electronics","Processed"
"O-AZR3MJYL","merchant__electronics","Processed"
"O-FILHBXCV","merchant__electronics","Processed"
"O-24QQVVUS","merchant__electronics","Processed"
"O-EAU3NBH0","merchant__electronics","Processed"
"O-VWAWFLQ4","merchant__electronics","Processed"
"O-2FBOEA8N","merchant__bigboxretailer","Processed"
"O-LPI6K2FO","merchant__electronics","Processed"
"O-823Y5O27","merchant__bigboxretailer","Processed"
"O-SLJ4T9J7","merchant__electronics","Canceled"
"O-XVHY28BU","merchant__bigboxretailer","Processed"
"O-MUVTIZ61","merchant__electronics","Processed"
"O-6IW28RNP","merchant__electronics","Processed"
"O-QDGQUO13","merchant__electronics","Processed"
"O-NA71GJ7O","merchant__clothing","Processed"
"O-K3FXWA4P","merchant__electronics","Processed"
"O-32E7JSYN","merchant__electronics","Processed"
"O-LZK0DT3J","merchant__clothing","Processed"
"O-H4BVFYKR","merchant__clothing","Processed"
"O-TS17VUYF","merchant__clothing","Processed"
"O-KLV42S0P","merchant__bigboxretailer","Processed"
"O-15Q838UC","merchant__electronics","Processed"
"O-IFYU775A","merchant__electronics","Processed"
"O-CI5P6HL3","merchant__bigboxretailer","Processed"
"O-500XF9JV","merchant__bigboxretailer","Processed"
"O-AJHCAO4O","merchant__bigboxretailer","Processed"
"O-9IPPY7AS","merchant__electronics","Processed"
"O-R0LECC2G","merchant__electronics","Processed"
"O-LF0CKMRK","merchant__electronics","Processed"
"O-9B1YXK1L","merchant__electronics","In Cart"
"O-BOOHZFC8","merchant__electronics","Processed"
"O-JSBIVG4Q","merchant__electronics","Processed"
"O-TA7BY1DW","merchant__electronics","Processed"
"O-DJCRZMTY","merchant__clothing","In Cart"
"O-JI4QM247","merchant__electronics","Processed"
"O-E5U4ZSYL","merchant__electronics","Processed"
"O-6AYN4DN5","merchant__bigboxretailer","Processed"
"O-P1EZT44S","merchant__clothing","Processed"
"O-BV2IAATS","merchant__bigboxretailer","Processed"
"O-LXW3VCWJ","merchant__electronics","Processed"
"O-BY65V1ZD","merchant__clothing","Processed"
"O-JMIADXLU","merchant__bigboxretailer","Processed"
"O-FF551GQM","merchant__clothing","Processed"
"O-K02WQ0AI","merchant__electronics","Processed"
"O-PUW9HNWF","merchant__electronics","Processed"
"O-NBEXCPO1","merchant__electronics","Processed"
"O-NC6BAWNR","merchant__electronics","Processed"
"O-SDYZU9MN","merchant__bigboxretailer","Processed"
"O-4XXU3TL3","merchant__electronics","Processed"
"O-AFDK7QYY","merchant__electronics","Processed"
"O-YP0QO3DP","merchant__clothing","Processed"
"O-1JMXMIGA","merchant__bigboxretailer","Processed"
"O-71L717GE","merchant__electronics","Processed"
"O-SCA1AWHF","merchant__bigboxretailer","Processed"
"O-4TKZANDQ","merchant__electronics","Processed"
"O-KGFWMER7","merchant__bigboxretailer","Processed"
"O-JTQUBCNE","merchant__bigboxretailer","Processed"
"O-YDQVUGV2","merchant__electronics","Processed"
"O-RCN5UWAH","merchant__bigboxretailer","In Cart"
"O-1TKCJ1XU","merchant__bigboxretailer","Processed"
"O-9933X08W","merchant__electronics","Processed"
"O-0EFNYWMU","merchant__electronics","Processed"
"O-SVTEGUD6","merchant__bigboxretailer","Processed"
"O-SS3DNYG1","merchant__electronics","Processed"
"O-39FZSHPX","merchant__bigboxretailer","Processed"
"O-OETHOBEY","merchant__clothing","Processed"
"O-11SGQN4B","merchant__bigboxretailer","Processed"
"O-L3I0QZ12","merchant__electronics","Processed"
"O-HE4OE9KK","merchant__electronics","Processed"
"O-1IF3FPU5","merchant__clothing","Processed"
"O-8YMPIZ2W","merchant__bigboxretailer","Processed"
"O-NB1TV9N0","merchant__electronics","Processed"
"O-BJVUMTBD","merchant__clothing","Processed"
"O-TBV9UH3W","merchant__bigboxretailer","Processed"
"O-BPRHWPK9","merchant__electronics","Processed"
"O-51Q6RT5V","merchant__electronics","In Cart"
"O-GA1HIMKU","merchant__electronics","Processed"
"O-D6GXX31R","merchant__electronics","Processed"
"O-V6HSJBP3","merchant__electronics","Processed"
"O-L0J8FBR1","merchant__bigboxretailer","Processed"
"O-90UU3W35","merchant__electronics","Processed"
"O-S2FKVL2H","merchant__electronics","Canceled"
"O-7RXKP6G2","merchant__electronics","Processed"
"O-E8NVIIXT","merchant__clothing","Processed"
"O-6L370Z3E","merchant__bigboxretailer","Processed"
"O-KOTX2V93","merchant__electronics","Processed"
"O-HJXQ68YP","merchant__electronics","Processed"
"O-MPX2L12V","merchant__electronics","Processed"
"O-HGCDRPEQ","merchant__electronics","Processed"
"O-K4I07QAS","merchant__electronics","Processed"
"O-1NEU7V1L","merchant__electronics","Processed"
"O-Z6JD8G3F","merchant__clothing","Processed"
"O-KOFWQLSD","merchant__bigboxretailer","Processed"
"O-L25629PP","merchant__clothing","Processed"
"O-2PWNOFTZ","merchant__electronics","Processed"
"O-AJ4J4KU2","merchant__bigboxretailer","Processed"
"O-YQ6HYMV1","merchant__bigboxretailer","Canceled"
"O-S56SPMTN","merchant__electronics","Processed"
"O-YRNWWWQB","merchant__bigboxretailer","Processed"
"O-4VHB4VG0","merchant__bigboxretailer","Processed"
"O-E86S6BGQ","merchant__electronics","Processed"
"O-7E6A9O36","merchant__bigboxretailer","Processed"
"O-POJBPFEY","merchant__electronics","Processed"
"O-5YIRUWPX","merchant__clothing","Processed"
"O-NSJS02DM","merchant__electronics","Processed"
"O-2QY4H2JF","merchant__electronics","Processed"
"O-9CJWY4U9","merchant__bigboxretailer","Processed"
"O-M4XV7EYN","merchant__electronics","Processed"
"O-SNI7OVWO","merchant__bigboxretailer","Processed"
"O-4OM2DHLI","merchant__electronics","Processed"
"O-VN4NY92M","merchant__bigboxretailer","Processed"
"O-ZY87HOCD","merchant__electronics","Processed"
"O-9G16XOJW","merchant__electronics","Processed"
"O-L5HBK9Q6","merchant__clothing","Processed"
"O-CRZ8KM8H","merchant__bigboxretailer","Processed"
"O-9XNGV1JT","merchant__bigboxretailer","Processed"
"O-521J0T3D","merchant__clothing","Processed"
"O-XR71HXC4","merchant__electronics","Processed"
"O-JHCJLET2","merchant__clothing","Processed"
"O-30QDETH8","merchant__bigboxretailer","Processed"
"O-GZD8LX53","merchant__bigboxretailer","Processed"
"O-AI3CDDK6","merchant__bigboxretailer","Processed"
"O-DQHE5LMI","merchant__electronics","Processed"
"O-53QCTUEO","merchant__electronics","Processed"
"O-TQOZU9J2","merchant__electronics","Processed"
"O-BOYCUXGI","merchant__electronics","In Cart"
"O-J8PSXN4Z","merchant__electronics","Processed"
"O-KV3UQRL9","merchant__electronics","Processed"
"O-LSAQJCY6","merchant__bigboxretailer","Processed"
"O-Y4W2WK5B","merchant__electronics","Processed"
"O-FAP39HO8","merchant__bigboxretailer","In Cart"
"O-NX65ZPX7","merchant__electronics","Processed"
"O-A6XNVYDQ","merchant__bigboxretailer","Processed"
"O-FLCJ1MUV","merchant__electronics","Processed"
"O-UYX92HCY","merchant__electronics","Processed"
"O-IR2G5JQP","merchant__electronics","Processed"
"O-EVTAI25P","merchant__electronics","Processed"
"O-718Q3ORN","merchant__clothing","Processed"
"O-G00BUMSN","merchant__electronics","Processed"
"O-KFSVVY24","merchant__clothing","Processed"
"O-TPGEGAG1","merchant__electronics","Processed"
"O-UQ5QGLCO","merchant__clothing","Processed"
"O-A069TQ41","merchant__bigboxretailer","Processed"
"O-398T48P3","merchant__clothing","Canceled"
"O-AWRE7LDB","merchant__bigboxretailer","Processed"
"O-4479QDRT","merchant__electronics","In Cart"
"O-PB9TYS1V","merchant__bigboxretailer","Processed"
"O-HZOQBR2T","merchant__bigboxretailer","Processed"
"O-5CIFRDSV","merchant__electronics","Canceled"
"O-DZFAJ8V4","merchant__clothing","In Cart"
"O-QIFLM26N","merchant__bigboxretailer","Processed"
"O-1Y13LZ9K","merchant__bigboxretailer","Processed"
"O-S0P82SF5","merchant__bigboxretailer","Processed"
"O-V08UL09L","merchant__electronics","Processed"
"O-VE8ZY3T5","merchant__electronics","Processed"
"O-Z2JF2ZHB","merchant__clothing","Processed"
"O-ADDJ2A5O","merchant__clothing","Processed"
"O-D0P8YA7V","merchant__electronics","Processed"
"O-NXLJHNUY","merchant__bigboxretailer","Processed"
"O-SPH4BWT3","merchant__electronics","Processed"
"O-PO8R8SK2","merchant__bigboxretailer","Processed"
"O-21ANTFDN","merchant__electronics","Processed"
"O-08891PCR","merchant__bigboxretailer","Processed"
"O-DLY2DJYK","merchant__clothing","Processed"
"O-XB4M3K9K","merchant__clothing","Processed"
"O-3ZDBD4IF","merchant__bigboxretailer","Processed"
"O-1SL4FDA7","merchant__bigboxretailer","Processed"
"O-SBU55Y9D","merchant__electronics","Processed"
"O-WQ2JYMZD","merchant__electronics","Processed"
"O-6JCYPS2Y","merchant__electronics","Processed"
"O-3PD4HQZJ","merchant__electronics","Processed"
"O-831YIGJP","merchant__electronics","Processed"
"O-OUGPYQQF","merchant__electronics","Processed"
"O-PMP6OAOP","merchant__electronics","Processed"
"O-QPZ7KLYO","merchant__electronics","Processed"
"O-EE1ZD13Y","merchant__bigboxretailer","Processed"
"O-WI9V5CG2","merchant__bigboxretailer","Processed"
"O-IL8HF91N","merchant__electronics","Processed"
"O-2V7JQRF2","merchant__clothing","Processed"
"O-DRP7ZBZG","merchant__electronics","In Cart"
"O-ZJVDKJNB","merchant__clothing","Processed"
"O-X7GVB0I0","merchant__bigboxretailer","Canceled"
"O-9M9BQ02X","merchant__electronics","Processed"
"O-MZZAXDW6","merchant__electronics","Processed"
"O-ROSAZM9O","merchant__clothing","Processed"
"O-GRYAXYV8","merchant__electronics","Processed"
"O-IGDY4MWH","merchant__electronics","Processed"
"O-K848T8MW","merchant__bigboxretailer","Processed"
"O-ITEA5QH5","merchant__electronics","Canceled"
"O-EJGE6LAI","merchant__bigboxretailer","Processed"
"O-7M10HBL2","merchant__electronics","Processed"
"O-3UKJOWOM","merchant__electronics","Processed"
"O-S9ZQM0U6","merchant__bigboxretailer","Processed"
"O-QOUEULYG","merchant__electronics","Processed"
"O-QPYY0HVA","merchant__electronics","Processed"
"O-7E5FJM6O","merchant__bigboxretailer","Processed"
"O-KL6GSDBE","merchant__electronics","Processed"
"O-O56OAL1I","merchant__clothing","Processed"
"O-TDUEGSGZ","merchant__bigboxretailer","Processed"
"O-MOX5N3MM","merchant__electronics","Processed"
"O-RZCEI5VH","merchant__bigboxretailer","In Cart"
"O-OTYYSP3L","merchant__electronics","Processed"
"O-7UKKSKTS","merchant__electronics","Processed"
"O-YPLN208V","merchant__clothing","Processed"
"O-AKN2L40N","merchant__electronics","Processed"
"O-0WME21M2","merchant__bigboxretailer","Processed"
"O-HGJMYMR6","merchant__clothing","Processed"
"O-3PIA192E","merchant__electronics","In Cart"
"O-ETQ9MUBA","merchant__bigboxretailer","Processed"
"O-BT8G17CW","merchant__bigboxretailer","Processed"
"O-WFYL210O","merchant__electronics","Processed"
"O-T059F3PE","merchant__electronics","Processed"
"O-T5PZDFE4","merchant__bigboxretailer","Processed"
"O-U2YOC5OD","merchant__bigboxretailer","Processed"
"O-VDTJ6VZO","merchant__clothing","Processed"
"O-9C1JS4BP","merchant__electronics","Processed"
"O-362KZNQM","merchant__bigboxretailer","Processed"
"O-UA4IL6Y1","merchant__bigboxretailer","Processed"
"O-UPHZM1R3","merchant__electronics","Processed"
"O-28JHTBT9","merchant__bigboxretailer","Processed"
"O-1M4H6ZKM","merchant__electronics","Processed"
"O-6D508P5A","merchant__bigboxretailer","Processed"
"O-23W36KNL","merchant__electronics","Processed"
"O-56SRPQP5","merchant__electronics","Processed"
"O-DD9DRZVU","merchant__electronics","Processed"
"O-PBH0L9KC","merchant__electronics","Processed"
"O-M1HFHEFN","merchant__bigboxretailer","Processed"
"O-YCMUWIKN","merchant__bigboxretailer","In Cart"
"O-K2YUSKAQ","merchant__electronics","Canceled"
"O-CMBZIIFC","merchant__electronics","Processed"
"O-NWSSYO4I","merchant__clothing","Processed"
"O-LOZZUONA","merchant__bigboxretailer","Processed"
"O-0E1X0AD8","merchant__electronics","Processed"
"O-V9LZJE3E","merchant__electronics","Processed"
"O-SK1ALQM1","merchant__electronics","Processed"
"O-JN771GK8","merchant__electronics","Processed"
"O-WQ4ET4RA","merchant__electronics","Processed"
"O-3RYC3SMJ","merchant__clothing","Processed"
"O-W6FG6P2V","merchant__bigboxretailer","Processed"
"O-DC22FT5I","merchant__clothing","Processed"
"O-MUXUBHL3","merchant__electronics","Processed"
"O-HB6TKUB4","merchant__bigboxretailer","Processed"
"O-FCC04US3","merchant__clothing","Processed"
"O-DVTKABOP","merchant__electronics","Processed"
"O-XH5MN0Z9","merchant__bigboxretailer","Processed"
"O-YMM8NUH1","merchant__clothing","Processed"
"O-IA8H94W0","merchant__bigboxretailer","Processed"
"O-O93JL3B7","merchant__bigboxretailer","Processed"
"O-19RXOVVE","merchant__electronics","Processed"
"O-ECQGT90G","merchant__electronics","Processed"
"O-YF8FKT10","merchant__bigboxretailer","Processed"
"O-QOVV8WMI","merchant__electronics","Processed"
"O-YQN1O1UX","merchant__bigboxretailer","Processed"
"O-WVLLJUJ0","merchant__electronics","Processed"
"O-TN8RFSUU","merchant__bigboxretailer","Processed"
"O-KYOYAMLA","merchant__bigboxretailer","Processed"
"O-YF9R46KS","merchant__clothing","Processed"
"O-EP1YGBRQ","merchant__electronics","Processed"
"O-2YZC8IVB","merchant__electronics","Processed"
"O-YZGVDWC2","merchant__electronics","Processed"
"O-7SFFHVZ0","merchant__electronics","Processed"
"O-TA901TO9","merchant__bigboxretailer","Processed"
"O-855Y9JX6","merchant__electronics","Processed"
"O-JZTZWJ5A","merchant__electronics","Processed"
"O-LXV8NIZH","merchant__bigboxretailer","Canceled"
"O-G2UWMG09","merchant__clothing","Processed"
"O-Z0LZVAZR","merchant__electronics","Processed"
"O-9G599LMG","merchant__bigboxretailer","Processed"
"O-CTGS6NZ6","merchant__bigboxretailer","Processed"
"O-RTO1O6UQ","merchant__electronics","Processed"
"O-A339VUAA","merchant__clothing","Processed"
"O-SNAGMLPZ","merchant__electronics","Processed"
"O-DVJXY03C","merchant__clothing","Canceled"
"O-DS7HWYU5","merchant__bigboxretailer","Processed"
"O-9Y772JVZ","merchant__electronics","Processed"
"O-JNN86KDA","merchant__electronics","Processed"
"O-VBOIK3KS","merchant__electronics","Processed"
"O-IZFSCBEQ","merchant__electronics","In Cart"
"O-J1OP6OEY","merchant__electronics","Processed"
"O-NZ766N4I","merchant__bigboxretailer","Processed"
"O-2MPFX4MF","merchant__electronics","Processed"
"O-WLZZAIA5","merchant__electronics","Processed"
"O-52M95KUM","merchant__electronics","Processed"
"O-WXFU884R","merchant__bigboxretailer","Processed"
"O-735KKFTH","merchant__electronics","Processed"
"O-QIGRLRG0","merchant__electronics","Processed"
"O-ELOWU8RD","merchant__clothing","Processed"
"O-EFHMT355","merchant__bigboxretailer","Processed"
"O-UCCF0WCZ","merchant__electronics","Processed"
"O-CHHK930K","merchant__bigboxretailer","Processed"
"O-1DKD454V","merchant__electronics","In Cart"
"O-161T7B9C","merchant__electronics","Processed"
"O-UTQS0GFY","merchant__bigboxretailer","Processed"
"O-WXDK7SBN","merchant__bigboxretailer","Processed"
"O-0WU3EB7U","merchant__electronics","Canceled"
"O-KJQGI80F","merchant__bigboxretailer","Processed"
"O-DN5UXWJF","merchant__clothing","Processed"
"O-2BK2AKG4","merchant__electronics","Processed"
"O-VPB4NQ9Y","merchant__electronics","Processed"
"O-QZAQGX7O","merchant__clothing","In Cart"
"O-AHQ11QX7","merchant__bigboxretailer","Processed"
"O-7OUM8ION","merchant__bigboxretailer","Processed"
"O-N7PCFPPI","merchant__clothing","Processed"
"O-H7VY08TD","merchant__electronics","Processed"
"O-7Y4XQGJW","merchant__bigboxretailer","Processed"
"O-5SLFL7W7","merchant__electronics","Processed"
"O-7B7V9DA4","merchant__bigboxretailer","Processed"
"O-JHWDB4A8","merchant__clothing","Processed"
"O-KA23A07E","merchant__electronics","Processed"
"O-EQFET4IP","merchant__electronics","Processed"
"O-WQQAPFG6","merchant__bigboxretailer","Processed"
"O-FMBZNY0M","merchant__electronics","Processed"
"O-X19Y35QI","merchant__electronics","Processed"
"O-CQQMZGK0","merchant__clothing","Processed"
"O-SFY3QFKS","merchant__clothing","Processed"
"O-SSZUX3TE","merchant__electronics","Processed"
"O-7KJFK71U","merchant__electronics","Processed"
"O-JKI86IMW","merchant__bigboxretailer","In Cart"
"O-CWVONLUE","merchant__electronics","Processed"
"O-86KQ85EV","merchant__bigboxretailer","Processed"
"O-EU1INTES","merchant__electronics","Processed"
"O-4UB4J4US","merchant__electronics","Processed"
"O-YULUA3E2","merchant__bigboxretailer","Processed"
"O-E70256Z5","merchant__electronics","Processed"
"O-0T3DGY70","merchant__bigboxretailer","Processed"
"O-XJ53WCB7","merchant__bigboxretailer","Processed"
"O-GPHTMQOP","merchant__clothing","Processed"
"O-F33JD5SD","merchant__electronics","Processed"
"O-OCES592M","merchant__clothing","Processed"
"O-HWFX10A0","merchant__electronics","Canceled"
"O-XPVC8L6C","merchant__bigboxretailer","Processed"
"O-SKB0KULK","merchant__electronics","Processed"
"O-4IVK6KHE","merchant__electronics","Processed"
"O-PAZ6FBO0","merchant__electronics","Processed"
"O-W3PTT7LS","merchant__bigboxretailer","Processed"
"O-YUIESPZA","merchant__electronics","Processed"
"O-XO4KVCPB","merchant__electronics","Processed"
"O-YLBA1UR3","merchant__bigboxretailer","Processed"
"O-VCSGBIYL","merchant__electronics","Processed"
"O-PL8VOZJ0","merchant__bigboxretailer","Processed"
"O-YVRJOZSB","merchant__electronics","Processed"
"O-LAXWI1YG","merchant__bigboxretailer","Processed"
"O-J44K3UPJ","merchant__clothing","Processed"
"O-YGW6AQLZ","merchant__electronics","Processed"
"O-QE4YSLKT","merchant__bigboxretailer","Processed"
"O-K5I4WUBQ","merchant__bigboxretailer","Processed"
"O-XZSY7BBF","merchant__electronics","Processed"
"O-10YLY68I","merchant__electronics","Processed"
"O-SQOPJ3TL","merchant__electronics","In Cart"
"O-NH8YB39V","merchant__clothing","Processed"
"O-J8VEVZ1E","merchant__electronics","Processed"
"O-XJ9ZXXI9","merchant__electronics","Processed"
"O-3Z4XUY1O","merchant__clothing","Processed"
"O-F45O16VV","merchant__electronics","Processed"
"O-8K1EP7NQ","merchant__electronics","Processed"
"O-O1X5BFI0","merchant__electronics","Processed"
"O-BV2XCF8B","merchant__clothing","Processed"
"O-RN231ZU9","merchant__bigboxretailer","Processed"
"O-POXWWG3I","merchant__bigboxretailer","Processed"
"O-2D1Q5GCA","merchant__electronics","Processed"
"O-BM26VDCV","merchant__bigboxretailer","In Cart"
"O-CSNXLYO6","merchant__clothing","Processed"
"O-ANNF2XJA","merchant__electronics","Processed"
"O-KQWQ0T1M","merchant__electronics","Processed"
"O-PQJHJWVO","merchant__bigboxretailer","Processed"
"O-EIL2IVTJ","merchant__electronics","Processed"
"O-LYZBD1KN","merchant__bigboxretailer","Processed"
"O-HHVA3GIK","merchant__electronics","Processed"
"O-5VWWULYD","merchant__electronics","Processed"
"O-X5JINDSC","merchant__bigboxretailer","Processed"
"O-16QR90DH","merchant__clothing","Processed"
"O-EQ3GA8XB","merchant__electronics","Processed"
"O-PN6UI7L1","merchant__electronics","In Cart"
"O-237U9QER","merchant__electronics","Processed"
"O-82JNCASU","merchant__clothing","Processed"
"O-I6L51A2H","merchant__electronics","Processed"
"O-MM0JG7TN","merchant__electronics","Processed"
"O-5N38REKP","merchant__bigboxretailer","Processed"
"O-P6OFLHOM","merchant__bigboxretailer","Canceled"
"O-2NJBLRK3","merchant__bigboxretailer","Processed"
"O-BUG94IZE","merchant__electronics","Processed"
"O-RF9CD2ZS","merchant__electronics","Processed"
"O-VDBOC5HJ","merchant__electronics","Processed"
"O-EPWY8HZG","merchant__electronics","Processed"
"O-KOO6Z6YF","merchant__electronics","Processed"
"O-OVJJYR1I","merchant__electronics","Processed"
"O-UHUI7HJV","merchant__bigboxretailer","Processed"
"O-WSFCOLIG","merchant__clothing","Processed"
"O-A8CV95F0","merchant__bigboxretailer","Processed"
"O-0ZERQ5IZ","merchant__bigboxretailer","Processed"
"O-BNHYNV15","merchant__bigboxretailer","Processed"
"O-LS2E4B5Q","merchant__bigboxretailer","Processed"
"O-Z8NWY4LP","merchant__bigboxretailer","Processed"
"O-DUUJ0DM4","merchant__bigboxretailer","Processed"
"O-7VH61VSH","merchant__electronics","Processed"
"O-NUWII0UC","merchant__clothing","Processed"
"O-RNBV0LRB","merchant__clothing","Processed"
"O-5L6YAKOT","merchant__clothing","Canceled"
"O-YM2H8JEA","merchant__electronics","Processed"
"O-O6K0N4SM","merchant__electronics","Canceled"
"O-E1G8PSMK","merchant__bigboxretailer","Processed"
"O-I0MSTUK4","merchant__electronics","Processed"
"O-5ZIV4MGM","merchant__electronics","Processed"
"O-83X5FU5A","merchant__bigboxretailer","Processed"
"O-1TRH9NZA","merchant__bigboxretailer","Processed"
"O-7LJV5N8K","merchant__clothing","In Cart"
"O-34GIWC5Z","merchant__bigboxretailer","Processed"
"O-TNAAI1C1","merchant__bigboxretailer","Processed"
"O-3QXLQ0Y2","merchant__electronics","Processed"
"O-SQULB7D9","merchant__bigboxretailer","Processed"
"O-INP89SH5","merchant__electronics","Processed"
"O-GNKQN2R7","merchant__electronics","Processed"
"O-7FPHMI1Q","merchant__bigboxretailer","Processed"
"O-FFRR2443","merchant__bigboxretailer","Processed"
"O-2P76L963","merchant__electronics","Processed"
"O-LHBR74UE","merchant__electronics","Processed"
"O-3GF4NCM1","merchant__clothing","Processed"
"O-MXFM17SM","merchant__electronics","In Cart"
"O-58KOJCMX","merchant__bigboxretailer","Processed"
"O-TNT03ACX","merchant__electronics","Processed"
"O-BGOXM63H","merchant__clothing","Processed"
"O-1BIC29PS","merchant__electronics","Processed"
"O-71762FU4","merchant__bigboxretailer","Processed"
"O-NN79WUIN","merchant__electronics","Processed"
"O-3WC9XAY4","merchant__electronics","Processed"
"O-INP8NMLY","merchant__electronics","Processed"
"O-1BTF94Z1","merchant__bigboxretailer","Processed"
"O-I3CL430V","merchant__electronics","Processed"
"O-SHBY6QH9","merchant__clothing","Processed"
"O-M12TZ4RG","merchant__clothing","Processed"
"O-9MPZRMXW","merchant__electronics","Processed"
"O-H62MGQW7","merchant__electronics","Processed"
"O-MTQIQ1M6","merchant__electronics","Processed"
"O-UOL9MC9E","merchant__clothing","Processed"
"O-BGGPBRQN","merchant__electronics","Processed"
"O-6WIM41QA","merchant__bigboxretailer","Processed"
"O-FZF3A747","merchant__electronics","Processed"
"O-GQ9PP273","merchant__bigboxretailer","In Cart"
"O-BMFMNH2K","merchant__electronics","Processed"
"O-Y5R2C4GE","merchant__electronics","Processed"
"O-Y6WMFAAI","merchant__bigboxretailer","Processed"
"O-NMTCJKA4","merchant__clothing","Processed"
"O-SNWA2NWM","merchant__bigboxretailer","Processed"
"O-AC9BB4RY","merchant__bigboxretailer","Processed"
"O-C7HW1B56","merchant__electronics","Canceled"
"O-SCLXP7AQ","merchant__electronics","Processed"
"O-STM9B1QZ","merchant__electronics","Processed"
"O-3CKMDBGG","merchant__electronics","Processed"
"O-2UKD8GL0","merchant__bigboxretailer","Processed"
"O-WN6KP1XE","merchant__electronics","Processed"
"O-NY69I6K0","merchant__electronics","Processed"
"O-JHX8FFN3","merchant__electronics","Processed"
"O-QGU1G4TI","merchant__clothing","Processed"
"O-0L6ZUNLC","merchant__bigboxretailer","Processed"
"O-5SBTJ9M4","merchant__bigboxretailer","Processed"
"O-T765UY0A","merchant__electronics","In Cart"
"O-QJB1ES5J","merchant__electronics","Processed"
"O-TD8UXJ95","merchant__electronics","Processed"
"O-YXVMR6UH","merchant__electronics","Processed"
"O-1GSJS8U8","merchant__clothing","Processed"
"O-HLI25B6M","merchant__bigboxretailer","Processed"
"O-9T0ODXO4","merchant__bigboxretailer","Processed"
"O-L9QN7K0A","merchant__electronics","Processed"
"O-IEGLOUOS","merchant__electronics","Processed"
"O-RGD7X8SO","merchant__bigboxretailer","Processed"
"O-U057ZEU8","merchant__clothing","Processed"
"O-8D7W3H3S","merchant__electronics","Processed"
"O-9LQZRBBV","merchant__bigboxretailer","Processed"
"O-I95BHPB2","merchant__bigboxretailer","Canceled"
